Internal_ID;Short_title;Article_code;EAN;SKU;NL_Geschikt_voor;NL_Resolutie;NL_Helderheid;NL_Contrast;NL_Projectieverhouding_Throw_Ratio;NL_Projectietechnologie;NL_Branduren_gemiddeld;NL_Keystone_Opties;NL_Smart_functies;NL_Beeldverhouding_Aspect_Ratio;NL_Connectiviteit;NL_Input_Lag;NL_Geluidsniveau;NL_WIFI;NL_Afmetingen;NL_Minimale_Schermgrootte_Diagonaal;NL_Maximale_Schermgrootte_Diagonaal;NL_Gewicht;NL_Garantie;NL_plus;NL_min
157088136;"BenQ TH585P";4718755089138;4718755089138;;"Home Cinema, Gamen & Kantoor";"1920 x 1080 FULL HD";"3500 ANSI Lumen";"10000:1 ";"1,5 - 1,65:1";DLP;15.000;"Horizontale en verticale keystone";"Nee (middels Dongle of Chromecast)";16:9;"Audio output (mini jack)  2 Audio input (mini jack)  3 HDMI-2  4 HDMI-1 / MHL  1 2 3 4 5 6  7 8 Ceiling Mount Chart  5 USB Type A (1.5A power)  6 RS232 input (D-sub 9pin, male)  7 AC Power cable inlet  8 IR Receiver (Front+Rear)";"16 ms";"30 dB";Nee;"31x23x11 cm";;;2,8Kg;"36 Maanden";"Lange levensduur (15.000)";"Wifi via dongle of chromecast"
157092163;"JMGO N1S NANO ";6959422615641;6959422615641;J61-7K1;"Home Cinema";"3840 x 2160    4K UHD";"2400 ANSI Lumen";"3000000:1 ";-;;;;;;;;30dB;Ja;"26x27x16 cm";;;6,5Kg;"36 Maanden";"Strak design";test
157122777;"Epson QL3000B - 4K - 6000 Lumen - Laser";QL3000W-Zwart;8715946733869;;"Pro Cinema & Installatie";"3840 x 2160    4K UHD";"6000 ANSI Lumen";5.000.000:1;"Afhankelijk van type lens";3LCD;30.000;"Horizontaal 40 °,  Verticaal 40 °. Vertical Lens Shift (-50%, +50%)";"Ja (Apps middels Dongle of Chromecast)";"16:9 - 16:10 - 21:9";"2x HDMI 2.1 Audio uitgangen	1x Headphone out (3.5mm jack) Power out	2x USB power out (type-A) WiFi	 Bluetooth	 TV tuner	 12V trigger	1x 12V trigger out (3.5mm jack) Seriële poort	1x RS-232 (DB-9)";"20 ms";"26 dB";Ja;"57x57x19 cm";;;"21,5 Kg";"36 Maanden";"Verwisselbare lenzen voor veelzijdige installatie opties";"Prijzig in aanschaf"
157123170;"Epson QL3000W - 4K - 6000 Lumen - Laser";QL3000W-Wit;8715946733876;;"Pro Cinema & Installatie";"3840 x 2160    4K UHD";"6000 ANSI Lumen";5.000.000:1;"Afhankelijk van type lens";3LCD;30.000;"Horizontaal 40 °,  Verticaal 40 °. Vertical Lens Shift (-50%, +50%)";"Ja (Apps middels Dongle of Chromecast)";"16:9 - 16:10 - 21:9";"2x HDMI 2.1 Audio uitgangen	1x Headphone out (3.5mm jack) Power out	2x USB power out (type-A) WiFi	 Bluetooth	 TV tuner	 12V trigger	1x 12V trigger out (3.5mm jack) Seriële poort	1x RS-232 (DB-9)";"20 ms";"26 dB";Ja;"57x57x19 cm";;;"21,5 Kg";"36 Maanden";"Verwisselbare lenzen voor veelzijdige installatie opties";"Prijzig in aanschaf"
157378343;"Epson EH-QS100B - 4K - 4500 Lumen - Laser";QS100W-Zwart;8715946736402;EPS-V11HB49140;"Home Cinema & Zakelijk";"3840 x 2160    4K UHD";"4500 ANSI Lumen";"5.000.000:1 ";0,16:1;"3LCD Laser met 30.000 uur onderhoudsvrije werking";30.000;"Horizontale en verticale auto keystone";"Smart Beamer met Apps en Mirror Functie";16:9;"USB 2.0-A (2x), USB 2.0 Type B (Service only), Ethernet Interface (100 Base-TX/10 Base-T), HDMI ARC, HDMI Input (2x)";"25,7 ms";"26 dB";Ja;"695 x 341 x 156 mm";;;"12 Kg";"36 Maanden";"Geweldig ingebouwd geluidssysteem";"Vrij brede projector"
157378608;"Epson EH-QS100W - 4K - 4500 Lumen - Laser";QS100W-Wit;8715946734897;EPS-V11HB49040;"Home Cinema & Zakelijk";"3840 x 2160    4K UHD";"4500 ANSI Lumen";"5.000.000:1 ";0,16:1;"3LCD Laser met 30.000 uur onderhoudsvrije werking";30.000;"Horizontale en verticale auto keystone";"Smart Beamer met Apps en Mirror Functie";16:9;"USB 2.0-A (2x), USB 2.0 Type B (Service only), Ethernet Interface (100 Base-TX/10 Base-T), HDMI ARC, HDMI Input (2x)";"25,7 ms";"26 dB";Ja;"695 x 341 x 156 mm";;;"12 Kg";"36 Maanden";"Geweldig ingebouwd geluidssysteem";"Vrij brede projector"
157607402;"JVC DLA-NZ700";4975769481765;4975769481765;;"High End Home Cinema";"Native 4K-resolutie (4096 x 2160)";"2300 ANSI Lumen";"Oneindig :1";" 1.35-2.75:1";Laser;30.000;"Horizontaal 40 °,  Verticaal 40 °. Vertical Lens Shift (-50%, +50%)";⛔;16:9;"HDMI 2.1/HDCP 2.3 inputs (x2, 48 Gbps) 3D sync output (Mini Din 3-pin) 12v DC/100ma trigger output (3.5 mm) RS-232C control (D-sub 9-pin) USB-A (service only) LAN control (RJ-45)";"27 ms";24dB;"Nee (middels Dongle of Chromecast)";"50x50x24 cm";;;22,5Kg;"36 Maanden";"Geavanceerde Frame Adapt HDR-technologie";"Aan/uit-schakeltijd duurt iets langer "
157607561;"Epson EB-2250U - WUXGA - 5000 Lumen";8715946628646;8715946628646;4095917;"Kantoor, School en Thuis";"1920 x 1080 FULL HD";"5000 ANSI Lumen";"15.000:1 ";"1,38 - 2,28 :1";3LCD;10.000;"Horizontale en verticale keystone";"Nee (middels Dongle of Chromecast)";"16:9 - 16:10";" 1 x USB 2.0 - 4 pin USB Type A 1 x USB 2.0 - 4-pins USB type B (beheer) 1 x netwerk - RJ-45 1 x VGA-uitgang - 15 pins-HD D-Sub (HD-15) 1 x composietvideo-ingang - RCA 2 x onderdeel video / RGB ingang - 15 pins-HD D-Sub (HD-15) 2 x geluidsinvoer - mini-ph";"53 ms";30dB;"Nee (middels Dongle of Chromecast)";"38x30x11 cm";;;"4,6 Kg";"24 Maanden";"Veelzijdige installatie mogelijkheden";"Geen 4K UHD beeld"
157637486;"JMGO PicoFlix";6959422615504;6959422615504;J61-7K5;"Kantoor, School en Thuis";"720p Resolutie";"450 ANSI Lumen";"400:1 ";1,2:1;LED;25.000;"Horizontale en verticale keystone";Ja;16:9;"Video ingangen	1x HDMI 2.1 Audio uitgangen	1x Headphone out (3.5mm jack) Data poorten	1x USB 10Gbps (type-C) 2x USB 2.0 (type-A) Power in	1x USB PD 65W (type-C)";"56 ms";"30 dB";Ja;"24x8x8 cm";;;1,5Kg;"24 Maanden";"Automatische keystone en autofocus";"Enkel in donkere ruimtes te gebruiken"
157638004;"AWOL Vision LTV-2500";0850025255097;0850025255097;;"Home Cinema & Gamen";"3840 x 2160    4K UHD";"2000 ANSI Lumen";"2.500:1 ";0,25:1;"Triple Laser";30.000;"Horizontale en verticale keystone";Ja;16:9;"Video ingangen	1x Composiet (RCA) 3x HDMI 2.0 Audio uitgangen	1x Headphone out (3.5mm jack) 1x Optische audio (TOSLINK) Power out	2x USB power out (type-A)";"15 ms";"26 dB";Ja;"59,9 x 35,3 x 14,5 cm";;;9,5Kg;"60 Maanden";"4K resolutie (3840x2160)";"Met 2000 lumen alleen te gebruiken in matig verduisterde ruimtes"
157638376;"AWOL Vision LTV-3000";0850025255844;0850025255844;;"Home Cinema & Gamen";"3840 x 2160    4K UHD";"2400 ANSI Lumen";"2.500:1 ";0,25:1;"Triple Laser";30.000;"Horizontale en verticale keystone";Ja;16:9;"Video ingangen	1x Composiet (RCA) 3x HDMI 2.0 Audio uitgangen	1x Headphone out (3.5mm jack) 1x Optische audio (TOSLINK) Power out	2x USB power out (type-A)";"15 ms";"26 dB";Ja;"59,9 x 35,3 x 14,5 cm";;;9,5Kg;"60 Maanden";"4K resolutie (3840x2160)";"Met 2400 lumen alleen te gebruiken in matig verduisterde ruimtes"
157638427;"AWOL Vision LTV-3500";0850025255837;0850025255837;;"Home Cinema & Gamen";"3840 x 2160    4K UHD";"3300 ANSI Lumen";"2.500:1 ";0,25:1;"Triple Laser";30.000;"Horizontale en verticale keystone";Ja;16:9;"Video ingangen	1x Composiet (RCA) 3x HDMI 2.0 Audio uitgangen	1x Headphone out (3.5mm jack) 1x Optische audio (TOSLINK) Power out	2x USB power out (type-A)";"15 ms";"26 dB";Ja;"59,9 x 35,3 x 14,5 cm";;;9,5Kg;"60 Maanden";"4K resolutie (3840x2160)";"Geen HDMI kabel meegeleverd"
157638583;"Dangbei Atom";04.4L00-LF5HG0-EUR1;6971974621161;04.4L00-LF5HG0-EUR1;"Home Cinema & Smart TV";"1920 x 1080 FULL HD";"1200 ANSI Lumen";"676:1 ";1,2:1;"Laser lichtbron ";25.000;"Horizontale en verticale keystone";"Ja ";16:9;"Video ingangen	1x HDMI 2.0 Audio uitgangen	1x Headphone out (3.5mm jack) Data poorten	2x USB 2.0 (type-A)";"18 ms";"30 dB";Ja;"19,5 x 19,5 x 4,75 cm";;;"1,28 Kg";"24 Maanden";"HDR10-ondersteuning en Dolby Audio";"Geen accu"
157639768;"Dangbei Freedo";;6971974621598;04.4C00-C3H000-EUR0;"Home Cinema & Smart TV";"1920 x 1080 FULL HD";"450 ANSI Lumen";"230:1 ";1,2:1;LED;30.000;"Horizontale en verticale keystone";;;"Video ingangen	1x HDMI 2.0 Data poorten	1x USB 2.0 (type-A) Power in	1x USB PD 65W (type-C)";"78 ms";"30 dB";Ja;"13,1 x 10,9 x 23,9 cm";;;"1,4 Kg";"24 Maanden";"360° geluid met Dolby Audio";"Laag aantal lumen voor enkel donkere ruimtes"
157652110;"Dangbei Mars Pro 2";6971974621345;6971974621345;;"Home Cinema & Gamen";"3840 x 2160    4K UHD";"2450 ISO Lumen";"1159:1 ";1,2:1;"Laser lichtbron met lange levensduur (30.000 uur)";30.000;"Horizontale en verticale keystone";Ja;"16:9 - 21:9";"Video ingangen	1x HDMI 2.0 1x HDMI 2.1 Audio uitgangen	1x Headphone out (3.5mm jack) 1x Optische audio (TOSLINK) Data poorten	2x USB 2.0 (type-A)";"34 ms";"24 dB";Ja;"23,6 x 20,1 x 16,3 cm";;;"4,0 Kg";"36 Maanden";"Ingebouwde Google TV en Netflix voor eindeloos entertainment";"Geluid uit de projector is goed maar eenvoudig"
157652483;"JMGO N1S Infinity";6959422615535;6959422615535;J92-5DH;"Home Cinema ";"3840 x 2160    4K UHD";"2450 ANSI Lumen";"1.600:1 ";" 1.2:1";"Triple Laser";30.000;"Auto Keystone & Scherpstellen ";Ja;16:9;"one HDMI 2.1 port, another HDMI 2.1 port with ARC, a USB 2.0 port, and a 3.5mm jack";"20,4 ms";"27 dB";Ja;"24x24x21 cm";;;4,5Kg;"24 Maanden";"110% Rec.2020 Kleurenbereik ";"Geen Accu "
157653924;"BenQ GV31";4718755092220;4718755092220;;"Home Cinema & Onderweg";"1920 x 1080 FULL HD";"300 ANSI Lumen";"100.000:1 ";1,2:1;LED;30.000;"Horizontale en verticale keystone";Ja;16:9;"Video ingangen	1x HDMI 1.4 1x USB 3.1 (type-C) Audio uitgangen	1x Headphone out (3.5mm jack) Data poorten	1x USB 2.0 (type-A)";"56 ms";"30 dB";Ja;"13,1 x 19,1 x 20,3 cm";;;"1,7 Kg";"24 Maanden";"Google Chromecast en Airplay";"Enkel in donkere ruimtes te gebruiken"
157656648;"BenQ X500i";4718755092763;4718755092763;;"Home Cinema & Gamen";"3840 x 2160    4K UHD";"2200 ANSI Lumen";"600.000:1 ";"0,69 - 0,83 :1";LED;30.000;"Horizontale en verticale keystone";Ja;16:9;"Video ingangen	1x USB 3.0 (type-C) 3x HDMI 2.0 Audio uitgangen	1x Headphone out (3.5mm jack) 1x Optische audio (TOSLINK) Data poorten	1x USB 2.0 (type-A)";"4 ms";"30 dB";Ja;"36,6 x 24,4 x 11,8 cm";;;"3,6 Kg";"36 Maanden";"Dual 5W Trevolo speakers of Dolby Atmos via HDMI ";"Geen HDMI kabel meegeleverd"
157670423;"BenQ X3100i ";4718755092244;4718755092244;;"Home Cinema & Gamen";"3840 x 2160    4K UHD";"3000 ANSI Lumen";"500000:1 ";-;;;;;;;;33dB;Ja;"27x25x20 cm";;;6,5Kg;"36 Maanden";"Verschillende game modes (FPS, SPG en RPG)";"Het design moet je aanspreken"
157673276;"BenQ W4100i";BNQ-9H.R0877.17E;4718755096181;BNQ-9H.R0877.17E;"Home Cinema";"3840 x 2160    4K UHD";"3200 ANSI Lumen";"3.000.000:1 ";"1,15 - 1,5 :1";LED;30.000;"Horizontale en verticale keystone";"Ja (Apps middels Dongle of Chromecast)";16:9;"HDMI in. HDMI-1 (2.1/HDCP2.3) (4K 60Hz/ALLM), HDMI-2 (2.1/HDCP2. · USB Type A. USB Type A-2 (2.0/Power Supply1.5A/Reader/FW Upgrade), (x2), USB Type A-3";"12 ms input lag voor snelle games";30dB;Ja;"42 x 13 x 31 cm";;;"6,1 Kg";"36 Maanden";"Hoog contrast voor goede zwartwaarden";"Apps via QS02 Dongle "
158362729;"Samsung The Premiere 5 - LPF5D ";;8806095574660;;"Smart Beamer met Apps en Interactieve Functie";"1920 x 1080 FULL HD";"800 ANSI Lumen";"1.000:1 ";1,23:1;"Triple Laser met AI Processor";30.000;"AI gestuurde Keystone";"AI en Apps";"16:9 - 16:10";"two HDMI ports, including one with audio return, plus USB-C, Bluetooth 5.2 and Wi-Fi5";"53 ms";"24 dB";Ja;"30x24x18 cm";;;3,5Kg;"36 Maanden";"Adaptive Sound Pro";"Geen HDMI kabel meegeleverd"
158372404;"Viewsonic M1XE";0766907030990;0766907030990;;"Home Cinema & Onderweg";"720p Resolutie";"300 ANSI Lumen";"120.000:1 ";1,2:1;LED;30.000;"Horizontale en verticale keystone";Ja;"16:9 - 16:10";"HDMI 1.4/HDCP 1.4 port, USB Type-C port (which also supports 5V/1.5A power output), and one USB Type-A port that functions as a USB 2.0 reader, can provide 5V/1.5A power";"73 ms";"29 dB";Ja;"14x12x04 cm";;;"1,0 Kg";"24 Maanden";"Bluetooth-ondersteuning en ingebouwde accu";test
158372699;"Viewsonic M1XE Max";0766907030990;0766907030990;000000000006277427;"Home Cinema & Onderweg";"1920 x 1080 FULL HD";"600 ANSI Lumen";"120.000:1 ";1,2:1;LED;30.000;"Horizontale en verticale keystone";Ja;"16:9 - 16:10";"HDMI 1.4/HDCP 1.4 port, USB Type-C port (which also supports 5V/1.5A power output), and one USB Type-A port that functions as a USB 2.0 reader, can provide 5V/1.5A power";"73 ms";"29 dB";Ja;"14x12x04 cm";;;"1,0 Kg";"24 Maanden";"Bluetooth-ondersteuning en ingebouwde accu";test
158372819;"Viewsonic X1-4KE Pro";0766907030860;0766907030860;;"Home Cinema & Gamen";"3840 x 2160    4K UHD";"3300 ANSI Lumen";"3.000.000:1 ";1.15-1.5:1;LED;30.000;"H:+/-40° , V:+/-40°";✅;16:9;"HDMI: 2. (HDMI 2.0, HDCP 1.4/2.2) USB Type C: 1 (5V/1A) Audio-in (Bluetooth): 1 (BT4.2) USB Type A: 1. (USB2.0 Reader) Wifi Input: 1 (5Gn)";"4,2 ms";33dB;"Ja (Apps middels Dongle of Chromecast)";"35x25x12 cm";;;5,5Kg;"36 Maanden";"Lage input lag 4,2ms";"Geen HDMI kabel meegeleverd"
158372909;"Viewsonic X2-4KE Pro";000000000006410693;0766907030891;000000000006410693;"Home Cinema & Gamen";"3840 x 2160    4K UHD";"3300 ANSI Lumen";"3.000.000:1 ";1.15-1.5:1;LED;30.000;"H:+/-40° , V:+/-40°";✅;16:9;"HDMI: 2. (HDMI 2.0, HDCP 1.4/2.2) USB Type C: 1 (5V/1A) Audio-in (Bluetooth): 1 (BT4.2) USB Type A: 1. (USB2.0 Reader) Wifi Input: 1 (5Gn)";"4,2 ms";33dB;"Ja (Apps middels Dongle of Chromecast)";"35x25x12 cm";;;5,5Kg;"36 Maanden";"Lage input lag 4,2ms";"Geen HDMI kabel meegeleverd"
158697139;"Epson EB-L890E - WUXGA - 8000 Lumen - Laser";EPS-V11HB24040;8715946737928;EPS-V11HB24040;"Zakelijk gebruik, onderwijs, grote zalen, conferenties";"WUXGA (1920×1200) met 4K-beeldverbetering";"8.000 ANSI lumen";5.000.000:1;"1.35 – 2.2:1";3LCD-laser;"20.000 uur (normaal), 30.000 uur (Eco-modus)";"Horizontaal en verticaal ±30°";"Wi-Fi 6, HDBaseT, netwerkintegratie, Crestron-compatibel";"16:10 ";"3× HDMI, 3× USB (2× Type-A, 1× Type-B), RS-232C, HDBaseT, LAN, Wi-Fi";"n.v.t. / niet gespecificeerd";"36 dB (normaal), 26 dB (Eco)";"Ja (Wi-Fi 6)";"440 × 340 × 138 mm";;;"8,5 kg";"2 jaar of 20.000 gebruiksuren (welk het eerst wordt bereikt)";"Flexibele installatie met brede lens-shift en 1,6× zoom";"Geen 3D-ondersteuning"
159447446;"Epson EB-L690SE - WUXGA - 6000 Lumen - Laser";EPS-V11HB36080;8715946737904;EPS-V11HB36080;"Zakelijk, Onderwijs, Grote zalen";"WUXGA (1920 × 1200) met 4K Enhancement";"6000 ANSI Lumen";5.000.000:1;"0,50 – 0,70:1 (short throw)";"3LCD Laser";"20.000 u (Normaal) / 30.000 u (Eco)";"±30° verticaal & horizontaal, Corner Focus, Quick Corner";"iProjection-app, Netwerkprojectie, Webbeheer, Split Screen";"16:10 ondersteunt 16:9";"2× HDMI (HDCP 2.3), HDBaseT, LAN, RS-232, 2× USB-A, USB-B (service), NFC, optioneel Wi-Fi";n.v.t.;36dB;"Optioneel (via module)";"44x37x16 cm";;;9,3Kg;"36 Maanden";"Uitgebreide aansluitmogelijkheden (HDBaseT, LAN, HDMI, USB)";"Geen native 4K-resolutie (werkt met 4K Enhancement)"
159452587;"Epson EB-FH54";11884080;" 8715946738079";11884080;"Zakelijke presentaties, Onderwijs";"Full HD 1080p (1920×1080)";"4100 ANSI Lumen";16.000:1;"1,30 – 2,09:1";3LCD;"Lamp (tot 12.000 uur Eco)";"Automatisch verticaal ±30°, Quick Corner";"iProjection-app, Split-screen, Screen Mirroring";16:9;"2× HDMI, USB-A, USB-B (service), LAN (802.11a/b/g/n/ac), Miracast, Apple AirPlay 2";-;37dB;Ja;31x29x11cm;;;3,1Kg;"36 Maanden";"Draadloos delen via AirPlay 2 & Miracast";"Geen 4K-resolutie"
159780093;"Hisense PX3-PRO - 4K - 3000 ANSI - Ultra Short Throw Projector";6942351408262;6942351408262;;"Thuisbioscoop, Gaming, Woonkamer";"3840 x 2160    4K UHD";"3000 ANSI Lumen";"3000:1 native";"0.22:1 Ultra Short Throw";"TriChroma RGB-laser";"Tot 25.000 uur";"Digitale keystone correctie, autofocus";"VIDAA Smart OS, streaming-apps, AI-upscaler, MEMC";16:9;"3× HDMI (2× 2.1, incl. eARC), USB 2.0/3.0, Ethernet, WiFi 6E, Bluetooth";"Zeer laag (geschikt voor gaming, 4K/120Hz & 1080p/240Hz, Xbox-gecertificeerd)";32dB;"Ja, WiFi 6E";"55x12x30 cm";"80 inch";"150 inch";9Kg;"24 Maanden";"Xbox-gecertificeerde game-ervaring met lage input lag";"Voor optimaal contrast en kleuren is een UST-projectiescherm aan te raden"
159782938;"Hisense C2 Ultra - 4K - 3000 ANSI - Laser Projector";"Hisensec2-3000 Lumen";6942351409405;;"Home Cinema, Gaming, Woonkamer, Slaapkamer";"3840 x 2160    4K Ultra HD";"3000 ANSI lumen";2000:1;" ± 0.9:1";"3LCD Laser";"tot 20.000 uur";"Digitale keystone correctie";"VIDAA U7, Netflix, YouTube, Prime Video, Disney+, AirPlay 2, screen share";16:9;"HDMI 2.1 (eARC, ALLM), 2× USB 3.0, Ethernet RJ45, Bluetooth, WiFi dual-band, S/PDIF, koptelefoonuitgang";"≤ 60 ms (Game Mode)";32dB;Ja;"25x25x29 cm";;;6,3Kg;"36 Maanden";"Smart OS (VIDAA U7) met populaire apps en AirPlay 2";"Contrast lager dan high-end modellen"
159783748;"Hisense C2 Pro - 4K - 2600 ANSI - Laser Projector";"Hisensec2-2600 Lumen";6942351409481;;"Home Cinema, Gaming, Woonkamer, Slaapkamer";"3840 x 2160    4K Ultra HD";"2600 ANSI lumen ";2000:1;"± 0,9:1";"Laser (3LCD)";"tot 20.000 uur";"Digitale keystone-correctie";"VIDAA U7, Netflix, YouTube, Prime Video, Disney+, FIFA+, AirPlay 2, screen sharing";16:9;"HDMI 2.1 (eARC & ALLM), 2× USB 3.0, RJ45, WiFi dual-band, Bluetooth, S/PDIF, koptelefoonuitgang";"≤ 60 ms (Game Mode)";32dB;Ja;"25x25x26 cm";;;5,7Kg;"36 Maanden";"Haarscherpe 4K Ultra HD-weergave";"Contrast lager dan high-end modellen"
159785148;"Hisense C2 - 4K - 2000 ANSI - Laser Projector";"Hisensec2-2000 Lumen";6942351409382;;"Home Cinema, Woonkamer, Slaapkamer";"3840 x 2160    4K Ultra HD";"2000 ANSI Lumen";1700:1;"± 1,2:1";Laser;"tot 20.000 uur";"Digitale keystone correctie";"VIDAA U7, Netflix, YouTube, Prime Video, Disney+, FIFA+, AirPlay 2";16:9;"HDMI 2.1 (eARC), 2× USB 3.0, RJ45, Bluetooth, WiFi dual-band, S/PDIF, koptelefoonuitgang";n.v.t.;32dB;Ja;"25x25x25 cm";;;5,3Kg;"36 Maanden";;
159786713;"Epson EF-61W Diamantwit - FHD - 700 Lumen";EF61R-Diamantwit;8715946741529;EPS-V11HB72040;"Home Cinema";"1920 × 1080  Full HD 1080p";"700 ANSI Lumen";"5.000.000 : 1";"1,20 : 1";"3LCD x RGB-LED";"20.000 uur";"Automatisch verticaal ±20°, automatisch horizontaal ±20°, Auto Shape Correction, Quick Corner";"Google TV, Chromecast, Google Assistant, automatische bronherkenning, spelmodus";16:9;"HDMI (ARC/eARC), USB-A, USB-B (service), Bluetooth, WiFi (IEEE 802.11 a/b/g/n/ac)";n.v.t.;24dB;Ja;"20x19x8 cm";;;6,5Kg;"36 Maanden";"Full HD-beeld met HDR10/HLG";"700 lumen: vooral geschikt voor donkere of verduisterde ruimtes"
159787511;"Epson Lifestudio Pop EF-61G Ijsgroen - FHD - 700 Lumen";EF61R-Ijsgroen;8715946741543;EPS-V11HB72340;"Home Cinema";"1920 × 1080  Full HD 1080p";"700 ANSI Lumen";"5.000.000 : 1";"1,20 : 1";"3LCD x RGB-LED";"20.000 uur";"Automatisch verticaal ±20°, automatisch horizontaal ±20°, Auto Shape Correction, Quick Corner";"Google TV, Chromecast, Google Assistant, automatische bronherkenning, spelmodus";16:9;"HDMI (ARC/eARC), USB-A, USB-B (service), Bluetooth, WiFi (IEEE 802.11 a/b/g/n/ac)";n.v.t.;24dB;Ja;"20x19x8 cm";;;6,5Kg;"36 Maanden";"Full HD-beeld met HDR10/HLG";"700 lumen: vooral geschikt voor donkere of verduisterde ruimtes"
159788066;"Epson Lifestudio EF-61R Rozenkwarts - FHD - 700 Lumen";EF61R-Rozenkwarts;8715946741536;EPS-V11HB72240;"Home Cinema";"1920 × 1080  Full HD 1080p";"700 ANSI Lumen";"5.000.000 : 1";"1,20 : 1";"3LCD x RGB-LED";"20.000 uur";"Automatisch verticaal ±20°, automatisch horizontaal ±20°, Auto Shape Correction, Quick Corner";"Google TV, Chromecast, Google Assistant, automatische bronherkenning, spelmodus";16:9;"HDMI (ARC/eARC), USB-A, USB-B (service), Bluetooth, WiFi (IEEE 802.11 a/b/g/n/ac)";n.v.t.;24dB;Ja;"20x19x8 cm";;;6,5Kg;"36 Maanden";"Full HD-beeld met HDR10/HLG";"700 lumen: vooral geschikt voor donkere of verduisterde ruimtes"
159797634;"Formovie Galaxy G1 LED smart";6978386830006;6978386830006;;"Home Cinema, Onderweg";"1920 x 1080    Full HD";"320 ANSI Lumen";2.000:1;1,25:1;"DLP® met LED-lichtbron";"20.000 uur";"Automatische trapezecorrectie";"Google TV, Netflix, YouTube, Streaming apps";16:9;"HDMI 2.1, USB 3.0, Audio 3,5 mm jack";"ca. 30–40 ms (niet voor competitief gamen)";28dB;Ja;"22x21x17 cm";;;4Kg;"24 Maanden";;"Beperkte helderheid (320 lumen), alleen geschikt voor verduisterde ruimtes"
159798707;"Optoma Photon Life PK31 – 4K UHD – 900 ANSI lumen – LED Projector";11897414;5055387668966;11897414;"Home Cinema en onderweg";"3840 x 2160    4K UHD";"900 ANSI Lumen";2.500.000:1;1,5–1,65:1;"DLP® met RGB LED";"30.000 uur";"Horizontaal & verticaal (±40°), handmatige zoom (1.1x)";"Nee (externe media via HDMI/USB)";16:9;"HDMI, USB, 3,5 mm audio-uitgang";N.v.t;32dB;"Nee (wel extern via dongle)";"24x22x12 cm";;;2,2Kg;"24 Maanden";;"Geen ingebouwd smart platform (apps alleen via externe bron)"
159799838;"Optoma PHOTON Life PK32 - 4K - 1100 ANSI  - LED Projector";11897415;5055387668973;11897415;"Home Cinema";"3840 x 2160    4K UHD";"1100 ANSI Lumen";250.000:1;1,5–1,65:1;"DLP® met 4 LED";"30.000 uur";"Horizontaal & verticaal (±40°), handmatige zoom (1.1x)";"Nee (externe media via HDMI/USB/USB-C)";16:9;"HDMI, USB, USB-C, 3,5 mm audio-uitgang";N.v.t.;32dB;"Nee (externe dongle nodig)";"24x22x12 cm";;;2,7Kg;"24 Maanden";;"Geen ingebouwd smart platform (apps via externe bron)"
159800385;"Optoma PHOTON Life PH31 - Full HD - 1500 ANSI - LED Projector";11897412;5055387668959;11897412;"Home Cinema";"1920 x 1080 Full HD";"1500 ANSI Lumen";250.000:1;"1.5 – 1.65:1";"DLP, LED-lichtbron";"30.000 uur";"Verticale keystone correctie (-30° tot +30°)";"Geen ingebouwd smart platform";16:9;"HDMI, USB (alleen voeding), 3.5mm audio-uitgang";N.v.t.;32dB;Nee;"24x22x13 cm";;;2,2Kg;"24 Maanden";;"Geen ingebouwd smart platform (zoals Android TV of Netflix-apps)"
159802455;"Optoma ZH551 - Full HD - 5500 ANSI - Laser Projector";11897411;5055387669062;11897411;"Zakelijke presentaties, Onderwijs, Home Cinema, Grote zalen";"1920 x 1080   Full HD";"5600 ANSI Lumen";"3000000:1 ";"1.4 – 2.24:1";"DLP® Laser";"30.000 uur";"Horizontaal/verticaal ±30°, lens shift verticaal +15%";"Nee (externe mediaspelers via HDMI/USB)";16:9;"2× HDMI, VGA, USB, RJ45, RS232, Audio in/out, 12V trigger";N.v.t.;30dB;"Nee (optioneel via externe adapter)";"28x22x11 cm";;;2,9Kg;"24 Maanden";;"Geen smart functies, externe bron vereist"
160179089;"Epson Lifestudio Flex EF-72 Eik - 4K - 1000 Lumen";EPS-V11HB76640;8715946741574;EPS-V11HB76640;"Home Cinema";"3840 x 2160    4K Pro UHD";"1000 ANSI Lumen";"5000000:1 ";"1,20 : 1";"3LCD x RGB-LED";"20.000 uur";"Automatische verticale en horizontale correctie, automatische focus, auto shape correction, obstakeldetectie";"Google TV, Chromecast, Google Assistant, Intelligent Instant Setup";16:9;"HDMI (ARC/eARC), USB Type-C, Bluetooth, WiFi (IEEE 802.11 a/b/g/n/ac)";;24dB;Ja;"20x19x8 cm";;;"1,8 Kg";"36 Maanden";"Google TV & Intelligent Instant Setup voor direct gebruik";"1.000 lumen: beste prestaties in verduisterde of gedimde ruimtes"
